0,547575250,50,36.740437222563,127.122832415254,51.599206845276,0.0071,0.0072,242.692513,1.1028,8
1,547575300,50,36.740437229663,127.122832416802,51.602094572969,0.0071,0.0072,9.952771,1.1028,8
2,547575350,50,36.740437235964,127.122832422173,51.603113496676,0.0071,0.0072,34.453840,1.1028,8
3,547575400,50,36.740437210948,127.122832424185,51.599312422797,0.0071,0.0072,176.296102,1.1028,8
4,547575450,50,36.740437231975,127.122832430865,51.600785635412,0.0071,0.0072,14.341208,1.1028,8
5,547575500,50,36.740437219966,127.122832416977,51.598048103042,0.0071,0.0072,222.944913,1.1028,8
6,547575550,50,36.740437219579,127.122832423778,51.601259685121,0.0071,0.0072,94.045298,1.1028,8
7,547575600,50,36.740437230182,127.122832426511,51.604110995308,0.0071,0.0072,11.716891,1.1028,8
8,547575650,50,36.740437234886,127.122832422268,51.599557448179,0.0071,0.0072,324.028870,1.1028,8
9,547575700,50,36.740437220400,127.122832436267,51.604422899894,0.0071,0.0072,142.125912,1.1028,8
10,547575750,50,36.740437214008,127.122832421323,51.601721655577,0.0071,0.0072,242.011453,1.1028,8
11,547575800,50,36.740437230700,127.122832450603,51.604090820067,0.0071,0.0072,54.688776,1.1028,8
12,547575850,50,36.740437217963,127.122832427185,51.599741800688,0.0071,0.0073,235.949001,1.1028,8
13,547575900,50,36.740437261834,127.122832457987,51.608107251115,0.0070,0.0072,235.949001,1.1028,8
14,547575950,50,36.740437250174,127.122832437774,51.606045561843,0.0070,0.0072,234.368064,1.1028,8
15,547576000,50,36.740437257722,127.122832444528,51.604613509960,0.0070,0.0072,35.756859,1.1028,8
16,547576050,50,36.740437243666,127.122832436611,51.601652874611,0.0071,0.0072,204.385670,1.1028,8
17,547576100,50,36.740437256157,127.122832448974,51.610114740208,0.0071,0.0072,38.539926,1.1028,8
18,547576150,50,36.740437264511,127.122832459488,51.608114224859,0.0071,0.0072,45.366616,1.1028,8
19,547576200,50,36.740437258231,127.122832451845,51.606004333124,0.0071,0.0072,224.404315,1.1028,8
20,547576250,50,36.740437254791,127.122832436178,51.609562875703,0.0071,0.0072,254.737513,1.1028,8
21,547576300,50,36.740437245596,127.122832447184,51.607939199544,0.0071,0.0072,136.068158,1.1028,8
